,FIPS County,State,County,Sites
0,001,Alabama,Autauga,5.0
1,003,Alabama,Baldwin,24.0
2,005,Alabama,Barbour,4.0
3,007,Alabama,Bibb,2.0
4,009,Alabama,Blount,3.0
5,011,Alabama,Bullock,2.0
6,013,Alabama,Butler,1.0
7,015,Alabama,Calhoun,26.0
8,017,Alabama,Chambers,6.0
9,019,Alabama,Cherokee,8.0
10,021,Alabama,Chilton,3.0
11,023,Alabama,Choctaw,
12,025,Alabama,Clarke,3.0
13,027,Alabama,Clay,
14,029,Alabama,Cleburne,3.0
15,031,Alabama,Coffee,4.0
16,033,Alabama,Colbert,5.0
17,035,Alabama,Conecuh,1.0
18,037,Alabama,Coosa,
19,039,Alabama,Covington,4.0
20,041,Alabama,Crenshaw,1.0
21,043,Alabama,Cullman,11.0
22,045,Alabama,Dale,5.0
23,047,Alabama,Dallas,3.0
24,051,Alabama,Elmore,10.0
25,053,Alabama,Escambia,4.0
26,055,Alabama,Etowah,22.0
27,057,Alabama,Fayette,1.0
28,059,Alabama,Franklin,2.0
29,061,Alabama,Geneva,1.0
30,063,Alabama,Greene,
31,065,Alabama,Hale,1.0
32,067,Alabama,Henry,
33,069,Alabama,Houston,16.0
34,071,Alabama,Jackson,2.0
35,073,Alabama,Jefferson,78.0
36,075,Alabama,Lamar,
37,077,Alabama,Lauderdale,9.0
38,079,Alabama,Lawrence,1.0
39,081,Alabama,Lee,26.0
40,083,Alabama,Limestone,5.0
41,085,Alabama,Lowndes,1.0
42,087,Alabama,Macon,2.0
43,089,Alabama,Madison,50.0
44,091,Alabama,Marengo,3.0
45,093,Alabama,Marion,2.0
46,095,Alabama,Marshall,8.0
47,097,Alabama,Mobile,52.0
48,099,Alabama,Monroe,2.0
49,101,Alabama,Montgomery,29.0
50,103,Alabama,Morgan,15.0
51,105,Alabama,Perry,
52,107,Alabama,Pickens,2.0
53,109,Alabama,Pike,3.0
54,111,Alabama,Randolph,1.0
55,113,Alabama,Russell,6.0
56,117,Alabama,Shelby,23.0
57,119,Alabama,Sumter,
58,121,Alabama,Talladega,6.0
59,123,Alabama,Tallapoosa,5.0
60,125,Alabama,Tuscaloosa,29.0
61,127,Alabama,Walker,4.0
62,129,Alabama,Washington,
63,131,Alabama,Wilcox,2.0
64,133,Alabama,Winston,2.0
65,001,Arizona,Apache,9.0
66,003,Arizona,Cochise,13.0
67,005,Arizona,Coconino,14.0
68,007,Arizona,Gila,13.0
69,009,Arizona,Graham,5.0
70,011,Arizona,Greenlee,2.0
71,012,Arizona,La Paz,2.0
72,013,Arizona,Maricopa,484.0
73,015,Arizona,Mohave,34.0
74,017,Arizona,Navajo,20.0
75,019,Arizona,Pima,123.0
76,021,Arizona,Pinal,44.0
77,023,Arizona,Santa Cruz,1.0
78,025,Arizona,Yavapai,26.0
79,027,Arizona,Yuma,19.0
80,003,Arkansas,Ashley,2.0
81,005,Arkansas,Baxter,6.0
82,007,Arkansas,Benton,25.0
83,009,Arkansas,Boone,5.0
84,011,Arkansas,Bradley,2.0
85,013,Arkansas,Calhoun,1.0
86,015,Arkansas,Carroll,6.0
87,017,Arkansas,Chicot,1.0
88,019,Arkansas,Clark,3.0
89,021,Arkansas,Clay,2.0
90,023,Arkansas,Cleburne,5.0
91,025,Arkansas,Cleveland,1.0
92,027,Arkansas,Columbia,3.0
93,029,Arkansas,Conway,4.0
94,031,Arkansas,Craighead,20.0
95,033,Arkansas,Crawford,8.0
96,035,Arkansas,Crittenden,9.0
97,037,Arkansas,Cross,4.0
98,039,Arkansas,Dallas,2.0
99,041,Arkansas,Desha,2.0
100,043,Arkansas,Drew,4.0
101,045,Arkansas,Faulkner,18.0
102,047,Arkansas,Franklin,5.0
103,049,Arkansas,Fulton,2.0
104,051,Arkansas,Garland,21.0
105,053,Arkansas,Grant,2.0
106,055,Arkansas,Greene,7.0
107,057,Arkansas,Hempstead,3.0
108,059,Arkansas,Hot Spring,4.0
109,061,Arkansas,Howard,3.0
110,063,Arkansas,Independence,7.0
111,065,Arkansas,Izard,2.0
112,067,Arkansas,Jackson,5.0
113,069,Arkansas,Jefferson,9.0
114,071,Arkansas,Johnson,4.0
115,073,Arkansas,Lafayette,1.0
116,075,Arkansas,Lawrence,4.0
117,077,Arkansas,Lee,1.0
118,079,Arkansas,Lincoln,1.0
119,081,Arkansas,Little River,2.0
120,083,Arkansas,Logan,6.0
121,085,Arkansas,Lonoke,10.0
122,087,Arkansas,Madison,3.0
123,089,Arkansas,Marion,2.0
124,091,Arkansas,Miller,4.0
125,093,Arkansas,Mississippi,7.0
126,095,Arkansas,Monroe,1.0
127,099,Arkansas,Nevada,1.0
128,101,Arkansas,Newton,1.0
129,103,Arkansas,Ouachita,4.0
130,105,Arkansas,Perry,1.0
131,107,Arkansas,Phillips,2.0
132,109,Arkansas,Pike,2.0
133,111,Arkansas,Poinsett,5.0
134,113,Arkansas,Polk,4.0
135,115,Arkansas,Pope,10.0
136,117,Arkansas,Prairie,1.0
137,119,Arkansas,Pulaski,58.0
138,121,Arkansas,Randolph,4.0
139,125,Arkansas,Saline,14.0
140,127,Arkansas,Scott,3.0
141,129,Arkansas,Searcy,2.0
142,131,Arkansas,Sebastian,21.0
143,133,Arkansas,Sevier,2.0
144,135,Arkansas,Sharp,4.0
145,137,Arkansas,Stone,2.0
146,139,Arkansas,Union,3.0
147,141,Arkansas,Van Buren,5.0
148,143,Arkansas,Washington,23.0
149,145,Arkansas,White,10.0
150,147,Arkansas,Woodruff,1.0
151,149,Arkansas,Yell,6.0
152,001,California,Alameda,116.0
153,003,California,Alpine,1.0
154,005,California,Amador,5.0
155,007,California,Butte,19.0
156,009,California,Calaveras,3.0
157,011,California,Colusa,1.0
158,013,California,Contra Costa,94.0
159,015,California,Del Norte,6.0
160,017,California,El Dorado,21.0
161,019,California,Fresno,86.0
162,021,California,Glenn,3.0
163,023,California,Humboldt,29.0
164,025,California,Imperial,13.0
165,027,California,Inyo,4.0
166,029,California,Kern,116.0
167,031,California,Kings,13.0
168,033,California,Lake,6.0
169,035,California,Lassen,3.0
170,037,California,Los Angeles,774.0
171,039,California,Madera,9.0
172,041,California,Marin,31.0
173,043,California,Mariposa,1.0
174,045,California,Mendocino,16.0
175,047,California,Merced,14.0
176,049,California,Modoc,2.0
177,051,California,Mono,9.0
178,053,California,Monterey,37.0
179,055,California,Napa,14.0
180,057,California,Nevada,10.0
181,059,California,Orange,270.0
182,061,California,Placer,36.0
183,063,California,Plumas,1.0
184,065,California,Riverside,215.0
185,067,California,Sacramento,132.0
186,069,California,San Benito,3.0
187,071,California,San Bernardino,202.0
188,073,California,San Diego,278.0
189,075,California,San Francisco,44.0
190,077,California,San Joaquin,69.0
191,079,California,San Luis Obispo,34.0
192,081,California,San Mateo,38.0
193,083,California,Santa Barbara,48.0
194,085,California,Santa Clara,123.0
195,087,California,Santa Cruz,30.0
196,089,California,Shasta,39.0
197,091,California,Sierra,1.0
198,093,California,Siskiyou,16.0
199,095,California,Solano,33.0
200,097,California,Sonoma,56.0
201,099,California,Stanislaus,46.0
202,101,California,Sutter,14.0
203,103,California,Tehama,6.0
204,105,California,Trinity,2.0
205,107,California,Tulare,43.0
206,109,California,Tuolumne,4.0
207,111,California,Ventura,92.0
208,113,California,Yolo,26.0
209,115,California,Yuba,5.0
210,001,Colorado,Adams,41.0
211,003,Colorado,Alamosa,7.0
212,005,Colorado,Arapahoe,79.0
213,007,Colorado,Archuleta,3.0
214,009,Colorado,Baca,2.0
215,011,Colorado,Bent,2.0
216,013,Colorado,Boulder,33.0
217,014,Colorado,Broomfield,10.0
218,015,Colorado,Chaffee,6.0
219,017,Colorado,Cheyenne,2.0
220,019,Colorado,Clear Creek,2.0
221,021,Colorado,Conejos,2.0
222,023,Colorado,Costilla,
223,025,Colorado,Crowley,2.0
224,027,Colorado,Custer,1.0
225,029,Colorado,Delta,5.0
226,031,Colorado,Denver,66.0
227,033,Colorado,Dolores,1.0
228,035,Colorado,Douglas,36.0
229,037,Colorado,Eagle,5.0
230,039,Colorado,Elbert,1.0
231,041,Colorado,El Paso,67.0
232,043,Colorado,Fremont,6.0
233,045,Colorado,Garfield,9.0
234,047,Colorado,Gilpin,1.0
235,049,Colorado,Grand,5.0
236,051,Colorado,Gunnison,2.0
237,053,Colorado,Hinsdale,1.0
238,055,Colorado,Huerfano,1.0
239,057,Colorado,Jackson,1.0
240,059,Colorado,Jefferson,55.0
241,061,Colorado,Kiowa,2.0
242,063,Colorado,Kit Carson,1.0
243,065,Colorado,Lake,3.0
244,067,Colorado,La Plata,12.0
245,069,Colorado,Larimer,39.0
246,071,Colorado,Las Animas,5.0
247,073,Colorado,Lincoln,2.0
248,075,Colorado,Logan,5.0
249,077,Colorado,Mesa,19.0
250,079,Colorado,Mineral,1.0
251,081,Colorado,Moffat,5.0
252,083,Colorado,Montezuma,5.0
253,085,Colorado,Montrose,8.0
254,087,Colorado,Morgan,7.0
255,089,Colorado,Otero,7.0
256,091,Colorado,Ouray,
257,093,Colorado,Park,1.0
258,095,Colorado,Phillips,3.0
259,097,Colorado,Pitkin,3.0
260,099,Colorado,Prowers,4.0
261,101,Colorado,Pueblo,16.0
262,103,Colorado,Rio Blanco,3.0
263,105,Colorado,Rio Grande,3.0
264,107,Colorado,Routt,6.0
265,109,Colorado,Saguache,3.0
266,111,Colorado,San Juan,1.0
267,113,Colorado,San Miguel,2.0
268,115,Colorado,Sedgwick,2.0
269,117,Colorado,Summit,5.0
270,119,Colorado,Teller,3.0
271,121,Colorado,Washington,2.0
272,123,Colorado,Weld,21.0
273,125,Colorado,Yuma,3.0
274,001,Connecticut,Fairfield,80.0
275,003,Connecticut,Hartford,93.0
276,005,Connecticut,Litchfield,14.0
277,007,Connecticut,Middlesex,18.0
278,009,Connecticut,New Haven,92.0
279,011,Connecticut,New London,17.0
280,013,Connecticut,Tolland,12.0
281,015,Connecticut,Windham,7.0
282,001,Delaware,Kent,28.0
283,003,Delaware,New Castle,52.0
284,005,Delaware,Sussex,31.0
285,001,Florida,Alachua,55.0
286,003,Florida,Baker,6.0
287,005,Florida,Bay,38.0
288,007,Florida,Bradford,7.0
289,009,Florida,Brevard,75.0
290,011,Florida,Broward,378.0
291,013,Florida,Calhoun,1.0
292,015,Florida,Charlotte,29.0
293,017,Florida,Citrus,29.0
294,019,Florida,Clay,32.0
295,021,Florida,Collier,56.0
296,023,Florida,Columbia,11.0
297,029,Florida,Dixie,2.0
298,031,Florida,Duval,177.0
299,033,Florida,Escambia,47.0
300,035,Florida,Flagler,22.0
301,037,Florida,Franklin,6.0
302,039,Florida,Gadsden,9.0
303,041,Florida,Gilchrist,2.0
304,043,Florida,Glades,1.0
305,045,Florida,Gulf,6.0
306,047,Florida,Hamilton,3.0
307,049,Florida,Hardee,5.0
308,051,Florida,Hendry,14.0
309,053,Florida,Hernando,28.0
310,055,Florida,Highlands,16.0
311,057,Florida,Hillsborough,179.0
312,059,Florida,Holmes,2.0
313,061,Florida,Indian River,32.0
314,063,Florida,Jackson,6.0
315,065,Florida,Jefferson,4.0
316,067,Florida,Lafayette,1.0
317,069,Florida,Lake,54.0
318,071,Florida,Lee,106.0
319,073,Florida,Leon,56.0
320,075,Florida,Levy,9.0
321,077,Florida,Liberty,3.0
322,079,Florida,Madison,5.0
323,081,Florida,Manatee,55.0
324,083,Florida,Marion,59.0
325,085,Florida,Martin,36.0
326,086,Florida,Miami-Dade,437.0
327,087,Florida,Monroe,23.0
328,089,Florida,Nassau,18.0
329,091,Florida,Okaloosa,33.0
330,093,Florida,Okeechobee,9.0
331,095,Florida,Orange,167.0
332,097,Florida,Osceola,40.0
333,099,Florida,Palm Beach,274.0
334,101,Florida,Pasco,78.0
335,103,Florida,Pinellas,152.0
336,105,Florida,Polk,90.0
337,107,Florida,Putnam,14.0
338,113,Florida,Santa Rosa,22.0
339,115,Florida,Sarasota,69.0
340,117,Florida,Seminole,55.0
341,119,Florida,Sumter,24.0
342,121,Florida,Suwannee,5.0
343,123,Florida,Taylor,7.0
344,125,Florida,Union,2.0
345,127,Florida,Volusia,94.0
346,129,Florida,Wakulla,7.0
347,131,Florida,Walton,12.0
348,133,Florida,Washington,3.0
349,001,Georgia,Appling,5.0
350,003,Georgia,Atkinson,
351,005,Georgia,Bacon,1.0
352,007,Georgia,Baker,1.0
353,009,Georgia,Baldwin,6.0
354,011,Georgia,Banks,2.0
355,013,Georgia,Barrow,11.0
356,015,Georgia,Bartow,10.0
357,017,Georgia,Ben Hill,5.0
358,019,Georgia,Berrien,2.0
359,021,Georgia,Bibb,35.0
360,023,Georgia,Bleckley,3.0
361,025,Georgia,Brantley,1.0
362,027,Georgia,Brooks,1.0
363,029,Georgia,Bryan,7.0
364,031,Georgia,Bulloch,13.0
365,033,Georgia,Burke,5.0
366,035,Georgia,Butts,2.0
367,037,Georgia,Calhoun,2.0
368,039,Georgia,Camden,7.0
369,043,Georgia,Candler,2.0
370,045,Georgia,Carroll,14.0
371,047,Georgia,Catoosa,7.0
372,049,Georgia,Charlton,2.0
373,051,Georgia,Chatham,53.0
374,053,Georgia,Chattahoochee,1.0
375,055,Georgia,Chattooga,4.0
376,057,Georgia,Cherokee,25.0
377,059,Georgia,Clarke,26.0
378,061,Georgia,Clay,1.0
379,063,Georgia,Clayton,21.0
380,065,Georgia,Clinch,1.0
381,067,Georgia,Cobb,116.0
382,069,Georgia,Coffee,8.0
383,071,Georgia,Colquitt,6.0
384,073,Georgia,Columbia,21.0
385,075,Georgia,Cook,3.0
386,077,Georgia,Coweta,19.0
387,079,Georgia,Crawford,2.0
388,081,Georgia,Crisp,7.0
389,083,Georgia,Dade,3.0
390,085,Georgia,Dawson,7.0
391,087,Georgia,Decatur,7.0
392,091,Georgia,Dodge,5.0
393,093,Georgia,Dooly,2.0
394,095,Georgia,Dougherty,17.0
395,097,Georgia,Douglas,17.0
396,099,Georgia,Early,3.0
397,101,Georgia,Echols,1.0
398,103,Georgia,Effingham,6.0
399,105,Georgia,Elbert,7.0
400,107,Georgia,Emanuel,5.0
401,109,Georgia,Evans,3.0
402,111,Georgia,Fannin,6.0
403,113,Georgia,Fayette,20.0
404,115,Georgia,Floyd,13.0
405,117,Georgia,Forsyth,33.0
406,119,Georgia,Franklin,4.0
407,121,Georgia,Fulton,122.0
408,123,Georgia,Gilmer,5.0
409,125,Georgia,Glascock,1.0
410,127,Georgia,Glynn,17.0
411,129,Georgia,Gordon,7.0
412,131,Georgia,Grady,3.0
413,133,Georgia,Greene,4.0
414,135,Georgia,Gwinnett,89.0
415,137,Georgia,Habersham,10.0
416,139,Georgia,Hall,28.0
417,141,Georgia,Hancock,1.0
418,143,Georgia,Haralson,6.0
419,145,Georgia,Harris,3.0
420,147,Georgia,Hart,5.0
421,149,Georgia,Heard,
422,151,Georgia,Henry,28.0
423,153,Georgia,Houston,26.0
424,155,Georgia,Irwin,2.0
425,157,Georgia,Jackson,12.0
426,159,Georgia,Jasper,3.0
427,161,Georgia,Jeff Davis,2.0
428,163,Georgia,Jefferson,
429,165,Georgia,Jenkins,1.0
430,167,Georgia,Johnson,2.0
431,169,Georgia,Jones,5.0
432,171,Georgia,Lamar,3.0
433,173,Georgia,Lanier,1.0
434,175,Georgia,Laurens,5.0
435,177,Georgia,Lee,5.0
436,179,Georgia,Liberty,10.0
437,181,Georgia,Lincoln,1.0
438,183,Georgia,Long,3.0
439,185,Georgia,Lowndes,19.0
440,187,Georgia,Lumpkin,4.0
441,189,Georgia,McDuffie,4.0
442,191,Georgia,McIntosh,3.0
443,193,Georgia,Macon,2.0
444,195,Georgia,Madison,4.0
445,197,Georgia,Marion,1.0
446,199,Georgia,Meriwether,5.0
447,201,Georgia,Miller,2.0
448,205,Georgia,Mitchell,3.0
449,207,Georgia,Monroe,4.0
450,209,Georgia,Montgomery,1.0
451,211,Georgia,Morgan,2.0
452,213,Georgia,Murray,5.0
453,215,Georgia,Muscogee,30.0
454,217,Georgia,Newton,8.0
455,219,Georgia,Oconee,6.0
456,221,Georgia,Oglethorpe,1.0
457,223,Georgia,Paulding,16.0
458,225,Georgia,Peach,5.0
459,227,Georgia,Pickens,7.0
460,229,Georgia,Pierce,1.0
461,231,Georgia,Pike,1.0
462,233,Georgia,Polk,5.0
463,235,Georgia,Pulaski,4.0
464,237,Georgia,Putnam,3.0
465,239,Georgia,Quitman,1.0
466,241,Georgia,Rabun,6.0
467,243,Georgia,Randolph,2.0
468,245,Georgia,Richmond,20.0
469,247,Georgia,Rockdale,12.0
470,249,Georgia,Schley,1.0
471,251,Georgia,Screven,2.0
472,253,Georgia,Seminole,1.0
473,255,Georgia,Spalding,8.0
474,257,Georgia,Stephens,4.0
475,259,Georgia,Stewart,2.0
476,261,Georgia,Sumter,4.0
477,263,Georgia,Talbot,1.0
478,265,Georgia,Taliaferro,
479,267,Georgia,Tattnall,5.0
480,269,Georgia,Taylor,2.0
481,271,Georgia,Telfair,3.0
482,273,Georgia,Terrell,1.0
483,275,Georgia,Thomas,5.0
484,277,Georgia,Tift,12.0
485,279,Georgia,Toombs,2.0
486,281,Georgia,Towns,4.0
487,283,Georgia,Treutlen,1.0
488,285,Georgia,Troup,8.0
489,287,Georgia,Turner,1.0
490,289,Georgia,Twiggs,2.0
491,291,Georgia,Union,4.0
492,293,Georgia,Upson,3.0
493,295,Georgia,Walker,4.0
494,297,Georgia,Walton,6.0
495,299,Georgia,Ware,3.0
496,301,Georgia,Warren,1.0
497,303,Georgia,Washington,3.0
498,305,Georgia,Wayne,5.0
499,307,Georgia,Webster,1.0
500,309,Georgia,Wheeler,2.0
501,311,Georgia,White,4.0
502,313,Georgia,Whitfield,10.0
503,315,Georgia,Wilcox,1.0
504,317,Georgia,Wilkes,2.0
505,319,Georgia,Wilkinson,2.0
506,321,Georgia,Worth,3.0
507,003,Hawaii,Honolulu,53.0
508,007,Hawaii,Kauai,7.0
509,001,Idaho,Ada,57.0
510,003,Idaho,Adams,1.0
511,005,Idaho,Bannock,19.0
512,007,Idaho,Bear Lake,2.0
513,009,Idaho,Benewah,2.0
514,011,Idaho,Bingham,8.0
515,013,Idaho,Blaine,4.0
516,015,Idaho,Boise,
517,017,Idaho,Bonner,7.0
518,019,Idaho,Bonneville,19.0
519,021,Idaho,Boundary,4.0
520,023,Idaho,Butte,1.0
521,025,Idaho,Camas,
522,027,Idaho,Canyon,23.0
523,029,Idaho,Caribou,2.0
524,031,Idaho,Cassia,1.0
525,033,Idaho,Clark,
526,035,Idaho,Clearwater,1.0
527,037,Idaho,Custer,1.0
528,039,Idaho,Elmore,3.0
529,041,Idaho,Franklin,3.0
530,045,Idaho,Gem,4.0
531,047,Idaho,Gooding,3.0
532,051,Idaho,Jefferson,2.0
533,053,Idaho,Jerome,3.0
534,055,Idaho,Kootenai,15.0
535,057,Idaho,Latah,10.0
536,059,Idaho,Lemhi,2.0
537,061,Idaho,Lewis,
538,063,Idaho,Lincoln,
539,065,Idaho,Madison,8.0
540,067,Idaho,Minidoka,1.0
541,069,Idaho,Nez Perce,9.0
542,071,Idaho,Oneida,1.0
543,073,Idaho,Owyhee,1.0
544,075,Idaho,Payette,3.0
545,077,Idaho,Power,3.0
546,079,Idaho,Shoshone,3.0
547,081,Idaho,Teton,2.0
548,083,Idaho,Twin Falls,9.0
549,085,Idaho,Valley,2.0
550,087,Idaho,Washington,1.0
551,001,Illinois,Adams,5.0
552,003,Illinois,Alexander,1.0
553,005,Illinois,Bond,2.0
554,007,Illinois,Boone,1.0
555,009,Illinois,Brown,
556,011,Illinois,Bureau,1.0
557,013,Illinois,Calhoun,1.0
558,015,Illinois,Carroll,
559,017,Illinois,Cass,2.0
560,019,Illinois,Champaign,17.0
561,021,Illinois,Christian,3.0
562,023,Illinois,Clark,
563,025,Illinois,Clay,1.0
564,027,Illinois,Clinton,3.0
565,029,Illinois,Coles,6.0
566,031,Illinois,Cook,455.0
567,033,Illinois,Crawford,
568,035,Illinois,Cumberland,1.0
569,041,Illinois,Douglas,1.0
570,045,Illinois,Edgar,2.0
571,047,Illinois,Edwards,
572,049,Illinois,Effingham,3.0
573,051,Illinois,Fayette,1.0
574,053,Illinois,Ford,1.0
575,055,Illinois,Franklin,4.0
576,057,Illinois,Fulton,4.0
577,059,Illinois,Gallatin,
578,061,Illinois,Greene,1.0
579,063,Illinois,Grundy,5.0
580,065,Illinois,Hamilton,1.0
581,067,Illinois,Hancock,2.0
582,069,Illinois,Hardin,1.0
583,071,Illinois,Henderson,
584,073,Illinois,Henry,5.0
585,075,Illinois,Iroquois,3.0
586,077,Illinois,Jackson,8.0
587,079,Illinois,Jasper,2.0
588,081,Illinois,Jefferson,3.0
589,083,Illinois,Jersey,3.0
590,085,Illinois,Jo Daviess,3.0
591,087,Illinois,Johnson,1.0
592,089,Illinois,Kane,40.0
593,091,Illinois,Kankakee,10.0
594,093,Illinois,Kendall,13.0
595,095,Illinois,Knox,6.0
596,097,Illinois,Lake,81.0
597,101,Illinois,Lawrence,2.0
598,103,Illinois,Lee,2.0
599,105,Illinois,Livingston,5.0
600,107,Illinois,Logan,3.0
601,109,Illinois,McDonough,5.0
602,111,Illinois,McHenry,27.0
603,115,Illinois,Macon,13.0
604,117,Illinois,Macoupin,2.0
605,119,Illinois,Madison,25.0
606,121,Illinois,Marion,3.0
607,123,Illinois,Marshall,3.0
608,125,Illinois,Mason,1.0
609,127,Illinois,Massac,2.0
610,129,Illinois,Menard,
611,131,Illinois,Mercer,
612,133,Illinois,Monroe,5.0
613,135,Illinois,Montgomery,2.0
